Facility Name,Facility Name_Bn,District Name,Division Name,District Id,Division Id,Facility Code,Facility Id,Facilitytype Id,Upazila Id
Mem Nagar(kapasdanga) Union Sub Center,মেমনগর (কাপাসডাঙ্গা) ইউনিয়ন উপকেন্দ্র,Chuadanga,Khulna,46,5,10001729,1723,38,333
Zuranpur Union Sub Center,জুরানপুর ইউনিয়ন উপকেন্দ্র,Chuadanga,Khulna,46,5,10001732,1726,38,333
Uthali Union Sub Center,উথালী ইউনিয়ন উপকেন্দ্র,Chuadanga,Khulna,46,5,10001735,1729,38,334
Kurulgachhi Union Sub Center,কুরুলগাছি ইউনিয়ন উপকেন্দ্র,Chuadanga,Khulna,46,5,10001728,1722,38,333
Bhitabilla(jamdia) Union Sub Center,ভিটাবিল্লা (জামদিয়া) ইউনিয়ন উপকেন্দ্র,Jashore,Khulna,47,5,10001740,1734,38,336
Lebutala Union Sub Center,লেবুতলা ইউনিয়ন উপকেন্দ্র,Jashore,Khulna,47,5,10001748,1742,38,340
Bagachra Union Sub Center,বাগাচড়া ইউনিয়ন উপকেন্দ্র,Jashore,Khulna,47,5,10001765,1758,38,342
Baghutia Union Sub Center,বাঘুটিয়া ইউনিয়ন উপকেন্দ্র,Jashore,Khulna,47,5,10001736,1730,38,335
Siddipasha Union Sub Center,সিদ্দিপাশা ইউনিয়ন উপকেন্দ্র,Jashore,Khulna,47,5,10001738,1732,38,335
Sreedharpur Union Sub Center,শ্রীধরপুর ইউনিয়ন সাব সেন্টার,Jashore,Khulna,47,5,10001739,1733,38,335
Jagadishpur Union Sub Center,জগদীশপুর ইউনিয়ন উপকেন্দ্র,Jashore,Khulna,47,5,10001742,1736,38,337
Narayanpur Union Sub Center,নারায়ণপুর ইউনিয়ন উপকেন্দ্র,Jashore,Khulna,47,5,10001743,1737,38,337
Pashapole Union Sub Center,পাশাপোল ইউনিয়ন উপকেন্দ্র,Jashore,Khulna,47,5,10001745,1739,38,337
Sukpukuria Union Sub Center,সুকপুকুরিয়া ইউনিয়ন উপকেন্দ্র,Jashore,Khulna,47,5,10001746,1740,38,337
Shakhargati(narendrapur) Union Sub Center,শাখারগতি (নরেন্দ্রপুর) ইউনিয়ন উপকেন্দ্র,Jashore,Khulna,47,5,10001750,1744,38,340
Amrita Bazar(magura) Union Sub Center,অমৃতা বাজার (মাগুরা) ইউনিয়ন উপকেন্দ্র,Jashore,Khulna,47,5,10001756,1749,38,338
Bankra Union Sub Center,বাঁকরা ইউনিয়ন উপকেন্দ্র,Jashore,Khulna,47,5,10001757,1750,38,338
Panjia  Sub Center,পাঞ্জিয়া সাব সেন্টার,Jashore,Khulna,47,5,10001761,1754,38,339
Nehalpur Union Sub Center,নেহালপুর ইউনিয়ন সাব সেন্টার,Jashore,Khulna,47,5,10001762,1755,38,341
Rajgonj(jhanpa) Union Sub Center,রাজগঞ্জ (ঝাঁপা) ইউনিয়ন উপকেন্দ্র,Jashore,Khulna,47,5,10001764,1757,38,341
Chalitabaria(keyba) Union Sub Center,চালিতাবাড়িয়া (কেবা) ইউনিয়ন উপকেন্দ্র,Jashore,Khulna,47,5,10001766,1759,38,342
Lakxmanpur Union Sub Center,লক্ষ্মণপুর ইউনিয়ন উপকেন্দ্র,Jashore,Khulna,47,5,10001767,1760,38,342
Samta(ulashi) Union Sub Center,সামতা (উলাসী) ইউনিয়ন উপকেন্দ্র,Jashore,Khulna,47,5,10001769,1762,38,342
Sharsha Union Sub Center,শার্শা ইউনিয়ন উপকেন্দ্র,Jashore,Khulna,47,5,10001770,1763,38,342
Jangal Bandhal(basundia) Union Sub Center,জঙ্গল বান্ধল (বসুন্দিয়া) ইউনিয়ন উপকেন্দ্র,Jashore,Khulna,47,5,10001747,1741,38,340
Ganganandanpur Union Sub Center,গঙ্গানন্দনপুর ইউনিয়ন উপকেন্দ্র,Jashore,Khulna,47,5,10001758,1751,38,338
Sadhuhati Union Sub Center,সাধুহাতী ইউনিয়ন উপকেন্দ্র,Jhenaidah,Khulna,48,5,10001774,1767,38,344
Balarampur(niamotpur) Union Sub Center,বলরামপুর (নিয়ামতপুর) ইউনিয়ন উপকেন্দ্র,Jhenaidah,Khulna,48,5,10001777,1770,38,345
Barobazar Union Sub Center,বড়বাজার ইউনিয়ন উপকেন্দ্র,Jhenaidah,Khulna,48,5,10001778,1771,38,345
Jaydia(sabdalpur) Union Sub Center,জয়দিয়া (সাবদলপুর) ইউনিয়ন উপকেন্দ্র,Jhenaidah,Khulna,48,5,10001779,1772,38,346
Panchlia(dora) Union Sub Center,পাঁচলিয়া (ডোরা) ইউনিয়ন উপকেন্দ্র,Jhenaidah,Khulna,48,5,10001781,1774,38,346
Talshar(kushna) Union Sub Center,তালশার (কুশনা) ইউনিয়ন উপকেন্দ্র,Jhenaidah,Khulna,48,5,10001782,1775,38,346
Jadabpur Union Sub Center,যাদবপুর ইউনিয়ন উপকেন্দ্র,Jhenaidah,Khulna,48,5,10001783,1776,38,347
Mandarbaria Union Sub Center,মন্দরবাড়িয়া ইউনিয়ন উপকেন্দ্র,Jhenaidah,Khulna,48,5,10001784,1777,38,347
Shyamkur Union Sub Center,শ্যামকুর ইউনিয়ন উপকেন্দ্র,Jhenaidah,Khulna,48,5,10001786,1779,38,347
Talshar Union Sub Center,তালশার ইউনিয়ন উপকেন্দ্র,Jhenaidah,Khulna,48,5,10001787,1780,38,347
Hat Fazilpur(abaipur) Union Sub Center,হাট ফাজিলপুর (আবাইপুর) ইউনিয়ন উপকেন্দ্র,Jhenaidah,Khulna,48,5,10001788,1781,38,348
Kachua Bazar Union Sub Centre,কচুয়াবাজার ইউনিয়ন উপকেন্দ্র,Jhenaidah,Khulna,48,5,10001789,1782,38,348
Harishankarpur Union Sub Center,হরিশংকরপুর ইউনিয়ন উপকেন্দ্র,Jhenaidah,Khulna,48,5,10001772,1765,38,344
Gazirhat Union Sub Center,গাজিরহাট ইউনিয়ন উপকেন্দ্র,Khulna,Khulna,49,5,10001796,1789,38,353
Dakhindihi(atra Gilatala) Union Sub Center,দক্ষিণীহি (আত্র গিলাতলা) ইউনিয়ন উপকেন্দ্র,Khulna,Khulna,49,5,10001800,1793,38,359
Daulatpur Union Sub Center,দৌলতপুর ইউনিয়ন উপকেন্দ্র,Khulna,Khulna,49,5,10001795,1788,38,353
Koyra Bedkashi Union Sub Center,কয়রা বেদকাশী ইউনিয়ন উপকেন্দ্র,Khulna,Khulna,49,5,10001816,1808,38,357
Agarghata Union Sub Center,আগরঘাটা ইউনিয়ন উপকেন্দ্র,Khulna,Khulna,49,5,10001818,1810,38,358
Banka-vabanipur Union Sub Center,বাঁকা-বাবাণীপুর ইউনিয়ন উপকেন্দ্র,Khulna,Khulna,49,5,10001819,1811,38,358
Chandkhali Union Sub Center,চাঁদখালী ইউনিয়ন উপকেন্দ্র,Khulna,Khulna,49,5,10001820,1812,38,358
Garuikhali Union Sub Center,গারুইখালী ইউনিয়ন উপকেন্দ্র,Khulna,Khulna,49,5,10001821,1813,38,358
Godaipur Union Sub Center,গোদাইপুর ইউনিয়ন উপকেন্দ্র,Khulna,Khulna,49,5,10001825,1817,38,358
Katipara Union Sub Center,কাটিপাড়া ইউনিয়ন উপকেন্দ্র,Khulna,Khulna,49,5,10001822,1814,38,358
Ajogara Union Sub Center,আজোগাড়া ইউনিয়ন উপকেন্দ্র,Khulna,Khulna,49,5,10001827,1819,38,362
Gowghara Union Sub Center,গৌঘর ইউনিয়ন উপকেন্দ্র,Khulna,Khulna,49,5,10001791,1784,38,349
Shialidanga Union Sub Center,শিয়ালীডাঙ্গা ইউনিয়ন উপকেন্দ্র,Khulna,Khulna,49,5,10001793,1786,38,349
Senhati Union Sub Center,সেনহাটি ইউনিয়ন উপকেন্দ্র,Khulna,Khulna,49,5,10001798,1791,38,353
Hatash Haripur Union Sub Center,হটশ হরিপুর ইউনিয়ন উপকেন্দ্র,Kushtia,Khulna,50,5,10001855,1847,38,367
Ziarakhi Union Sub Center,জিয়ারাখী ইউনিয়ন উপকেন্দ্র,Kushtia,Khulna,50,5,10001861,1853,38,367
Bahadurpur  Union Sub Center,বাহাদুরপুর ইউনিয়ন উপকেন্দ্র,Kushtia,Khulna,50,5,10013116,13016,38,363
Baragangdia(aria) Union Sub Center,বড়গাঙ্গদিয়া (এআরআইএ) ইউনিয়ন উপকেন্দ্র,Kushtia,Khulna,50,5,10001833,1825,38,364
Insafnagar(ramkrishnapur) Union Sub Center,ইনসাফনগর (রামকৃষ্ণপুর) ইউনিয়ন উপকেন্দ্র,Kushtia,Khulna,50,5,10001835,1827,38,364
Khalishakundi Union Sub Center,খলিশাকুন্দি ইউনিয়ন উপকেন্দ্র,Kushtia,Khulna,50,5,10001836,1828,38,364
Mathurapur Union Sub Center,মথুরাপুর ইউনিয়ন সাব-সেন্টার,Kushtia,Khulna,50,5,10001837,1829,38,364
Refayetpur Union Sub Center,রেফায়েতপুর ইউনিয়ন উপকেন্দ্র,Kushtia,Khulna,50,5,10001839,1831,38,364
Sonaikundi Union Sub Center,সোনাইকুণ্ডি ইউনিয়ন উপকেন্দ্র,Kushtia,Khulna,50,5,10001840,1832,38,364
Chapra Union Sub Center,ছাপড়া ইউনিয়ন উপকেন্দ্র,Kushtia,Khulna,50,5,10001843,1835,38,366
Dhalnagar(bagulat) Union Sub Center,ধলনগর (বাগুলাট) ইউনিয়ন উপকেন্দ্র,Kushtia,Khulna,50,5,10001844,1836,38,366
Jaganathpur Union Sub Center,জগন্নাথপুর ইউনিয়ন উপকেন্দ্র,Kushtia,Khulna,50,5,10001846,1838,38,366
Sadaki Union Sub Center,সাদাকি ইউনিয়ন সাব সেন্টার,Kushtia,Khulna,50,5,10001849,1841,38,366
Shilaidaha Union Sub Center,শিলাইদহ ইউনিয়ন উপকেন্দ্র,Kushtia,Khulna,50,5,10001852,1844,38,366
Goshwami Durgapur Union Sub Center,গোস্বামী দুর্গাপুর ইউনিয়ন উপকেন্দ্র,Kushtia,Khulna,50,5,10001853,1845,38,367
Harinarayanpur Union Sub Center,হরিনারায়ণপুর ইউনিয়ন উপকেন্দ্র,Kushtia,Khulna,50,5,10001854,1846,38,367
Jhaudia Union Sub Center,ঝাউদিয়া ইউনিয়ন উপকেন্দ্র,Kushtia,Khulna,50,5,10001856,1848,38,367
Modhupur(Abdalpur) Union Sub Center,মধুপুর (আবদালপুর) ইউনিয়ন উপকেন্দ্র,Kushtia,Khulna,50,5,10001857,1849,38,367
Ujangram Union Sub Center,উজনগ্রাম ইউনিয়ন উপকেন্দ্র,Kushtia,Khulna,50,5,10001860,1852,38,367
Amla Union Sub Center,আমলা ইউনিয়ন উপকেন্দ্র,Kushtia,Khulna,50,5,10001868,1859,38,368
Chithalia Union Sub Center,চিথালিয়া ইউনিয়ন উপকেন্দ্র,Kushtia,Khulna,50,5,10001869,1860,38,368
Satbaria Union Sub Center,সাতবাড়িয়া ইউনিয়ন উপকেন্দ্র,Kushtia,Khulna,50,5,10001831,1823,38,363
Kanthagajra Union Sub Center,কাঁঠাগজড়া ইউনিয়ন উপকেন্দ্র,Kushtia,Khulna,50,5,10001847,1839,38,366
Saita(chapra) Union Sub Center,সাইতা (ছাপরা) ইউনিয়ন উপকেন্দ্র,Kushtia,Khulna,50,5,10001850,1842,38,366
Manohardia Union Sub Center,মনোহরদিয়া ইউনিয়ন উপকেন্দ্র,Kushtia,Khulna,50,5,10001858,1850,38,367
Alokdia Union Sub Center,আলোকদিয়া ইউনিয়ন উপকেন্দ্র,Magura,Khulna,51,5,10013115,13015,38,369
Chandpur Union Sub Center,চাঁদপুর ইউনিয়ন উপকেন্দ্র,Magura,Khulna,51,5,10001871,1862,38,369
Hazipur Union Sub Center,হাজীপুর ইউনিয়ন উপকেন্দ্র,Magura,Khulna,51,5,10001872,1863,38,369
Binodepur Union Sub Center,বিনোদপুর ইউনিয়ন উপকেন্দ্র,Magura,Khulna,51,5,10001878,1869,38,370
Digha Union Sub Center,দীঘা ইউনিয়ন উপকেন্দ্র,Magura,Khulna,51,5,10001879,1870,38,370
Nohata Union Sub Center,নোহাতা ইউনিয়ন উপকেন্দ্র,Magura,Khulna,51,5,10001880,1871,38,370
Bunaghati Union Sub Center,বুনাঘাটি ইউনিয়ন উপকেন্দ্র,Magura,Khulna,51,5,10001884,1875,38,371
Sreepur Union Sub Center,শ্রীপুর ইউনিয়ন উপকেন্দ্র,Magura,Khulna,51,5,10019099,18666,38,372
Arpara Union Sub Center,আরপাড়া ইউনিয়ন উপকেন্দ্র,Magura,Khulna,51,5,10001883,1874,38,371
Bamondi Union Sub Center,বামন্ডি ইউনিয়ন উপকেন্দ্র,Meherpur,Khulna,52,5,10001887,1878,38,373
Mohammadpur(matmura) Union Sub Center,মোহাম্মদপুর (মাতমুড়া) ইউনিয়ন উপকেন্দ্র,Meherpur,Khulna,52,5,10001889,1880,38,373
Amjhupi Union Sub Center,আমঝুপী ইউনিয়ন উপকেন্দ্র,Meherpur,Khulna,52,5,10001894,1885,38,375
Zadukhali Union Sub Center,জাদুখালী ইউনিয়ন উপকেন্দ্র,Meherpur,Khulna,52,5,10001896,1887,38,375
Kadarganj Union Sub Center,কাদরগঞ্জ ইউনিয়ন উপকেন্দ্র,Meherpur,Khulna,52,5,10001901,1892,38,374
Tentulbaria Union Sub Center,তেঁতুলবাড়িয়া ইউনিয়ন উপকেন্দ্র,Meherpur,Khulna,52,5,10001893,1884,38,373
Kutubpur Union Sub Center,কুতুবপুর ইউনিয়ন উপকেন্দ্র,Meherpur,Khulna,52,5,10013132,13032,38,375
Dariapur Union Sub Center,দরিয়াপুর ইউনিয়ন উপকেন্দ্র,Meherpur,Khulna,52,5,10001900,1891,38,374
