Id,Name,Name (Bangla),Code,Email,Agency,Type,Division,,District,,City Corporation,,Upazila,,Paurasava,Union,Private
589,Kenduabazar Union Health Sub Center,কেন্দুয়াবাজার ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000594,kenduabazar@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Dhanbari,,Unions Of Dhanbari Upazila,Birtara,No
596,Ghatail Upazila Health Complex,ঘাটাইল উপজেলা স্বাস্থ্য কমপ্লেক্স,10000601,ghatail@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Dhaka,,Tangail,,Tangail N/A,,Ghatail,,Ghatail Paurashava,Urban Ward No-09,No
592,Anehola Union Health Sub Center,আনেহোলা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000597,anehola@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Ghatail,,Unions Of Ghatail Upazila,Anehola,No
593,Brammonshashan Union Health Sub Center,ব্রাক্ষ্মনশ্বশান ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000598,brammonshashan@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Ghatail,,Unions Of Ghatail Upazila,Digar,No
594,Deopara Union Health Sub Center,দেওপাড়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000599,deopara@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Ghatail,,Unions Of Ghatail Upazila,Deopara,No
595,Dhalapara Union Health Sub Center,ধলাপাড়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000600,dhalapara@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Ghatail,,Unions Of Ghatail Upazila,Dhala Para,No
597,Pakutia(deolabari) Union Health Sub Center,পাকুটিয়া(দেওলাবাড়ী) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000602,pakutia_deolabari@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Ghatail,,Unions Of Ghatail Upazila,Deulabari,No
598,Raghunathpur(rasulpur) Union Health Sub Center,রঘুনাথপুর(রসুলপুর) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000603,raghunathpur_rasulpur@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Ghatail,,Unions Of Ghatail Upazila,Rasulpur,No
602,Gopalpur Upazila Health Complex,গোপালপুর উপজেলা স্বাস্থ্য কমপ্লেক্স,10000607,gopalpur@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Dhaka,,Tangail,,Tangail N/A,,Gopalpur,,Gopalpur Paurashava,Urban Ward No-09,No
599,Hemnagar Union Health Sub Center,হেমনগর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000604,hemnagar@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Gopalpur,,Unions Of Gopalpur Upazila,Hemnagar,No
600,Jhawail Union Health Sub Center,ঝাওয়াইল ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000605,jhawail@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Gopalpur,,Unions Of Gopalpur Upazila,Jhawail,No
601,Nagdashimla Union Health Sub Center,নগদাশিমুল ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000606,nagdashimla@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Gopalpur,,Unions Of Gopalpur Upazila,Nagda Simla,No
608,Kalihati Upazila Health Complex,কালিহাতী উপজেলা স্বাস্থ্য কমপ্লেক্স,10000613,kalihati@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Dhaka,,Tangail,,Tangail N/A,,Kalihati,,Kalihati Paurashava,Kalihati,No
603,Bangra Union Health Sub Center,বাঙড়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000608,bangra@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Kalihati,,Unions Of Kalihati Upazila,Bangra,No
604,Ellenga Union Health Sub Center,এলেঙ্গা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000609,ellenga@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Kalihati,,Unions Of Kalihati Upazila,Dashkia,No
605,Kalihati Union Health Sub Center,কালিহাতি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000610,kalihati@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Kalihati,,Unions Of Kalihati Upazila,Parki,No
606,Kokdohora Union Health Sub Center,ককডহড়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000611,kokdohora@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Kalihati,,Unions Of Kalihati Upazila,Kok Dahara,No
607,Nagbari Union Health Sub Center,নাগবাড়ী ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000612,nagbari@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Kalihati,,Unions Of Kalihati Upazila,Nagbari,No
609,Salla Union Health Sub Center,সাল্লা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000614,salla@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Kalihati,,Unions Of Kalihati Upazila,Salla,No
610,Shahadebpur Union Health Sub Center,শহদেবপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000615,shahadebpur@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Kalihati,,Unions Of Kalihati Upazila,Sahadebpur,No
2221,Daulatpur Union Health Sub Center,দৌলতপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10002245,daulatpur_kalihati@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Kalihati,,Unions Of Kalihati Upazila,Narandia,No
624,Madhupur Upazila Health Complex,মধুপুর উপজেলা স্বাস্থ্য কমপ্লেক্স,10000629,modhupur@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Dhaka,,Tangail,,Tangail N/A,,Madhupur,,Madhupur Paurashava,Urban Ward No-02,No
591,Paiska Uh&fwc,পাইস্কা ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,10000596,paiska@uhfwc.dghs.gov.bd,DGHS,Union Health & Family Welfare Center (UH&FWC),Dhaka,,Tangail,,Tangail N/A,,Madhupur,,,,No
619,Golabari(banargachi) Uh&fwc,গোলাবাড়ী (বানরগাছি) ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,10000624,golabari_banargachi@uhfwc.dghs.gov.bd,DGHS,Union Health & Family Welfare Center (UH&FWC),Dhaka,,Tangail,,Tangail N/A,,Madhupur,,,,No
620,Kuralia Uh&fwc,কুরালিয়া ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,10000625,kuralia@uhfwc.dghs.gov.bd,DGHS,Union Health & Family Welfare Center (UH&FWC),Dhaka,,Tangail,,Tangail N/A,,Madhupur,,,,No
622,Lawfala Uh&fwc,লাউফলা ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,10000627,lawfala@uhfwc.dghs.gov.bd,DGHS,Union Health & Family Welfare Center (UH&FWC),Dhaka,,Tangail,,Tangail N/A,,Madhupur,,,,No
617,Alokdia Union Health Sub Center,আলোকদিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000622,pinakiranjan1762@gmail.com,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Madhupur,,Unions Of Madhupur Upazila,Alokdia,No
618,Ambaria Union Health Sub Center,আমবাড়িয়া ইউনিয়ন ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000623,ambaria@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Madhupur,,Unions Of Madhupur Upazila,Mirzabari,No
621,Kuralia Union Health Sub Center,কুড়ালিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000626,kuralia@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Madhupur,,Unions Of Madhupur Upazila,Ausnara,No
623,Modhupur Union Health Sub Center,মধুপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000628,modhupur@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Madhupur,,Unions Of Madhupur Upazila,Golabari,No
614,Mirzapur Upazila Health Complex,মির্জাপুর উপজেলা স্বাস্থ্য কমপ্লেক্স,10000619,mirzapur@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Dhaka,,Tangail,,Tangail N/A,,Mirzapur,,Unions Of Mirzapur Upazila,Jamurki,No
611,Anaitara Union Health Sub Center,আনাইতারা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000616,anaitara@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Mirzapur,,Unions Of Mirzapur Upazila,Anaitara,No
612,Fatepur Union Health Sub Center,ফতেপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000617,fatepur@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Mirzapur,,Unions Of Mirzapur Upazila,Fatehpur,No
613,Golchara(bahuria) Union Health Sub Center,গোলচরা(বহুরিয়া) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000618,golchara_bahuria@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Mirzapur,,Unions Of Mirzapur Upazila,Bahuria,No
615,Sawalibazar Union Health Sub Center,সাওয়ালীবাজার ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000620,sawalibazar@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Mirzapur,,Unions Of Mirzapur Upazila,Mahera,No
616,Zamurki Union Health Sub Center,জামুর্কি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000621,zamurki@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Mirzapur,,Unions Of Mirzapur Upazila,Jamurki,No
629,Nagarpur Upazila Health Complex,নাগরপুর উপজেলা স্বাস্থ্য কমপ্লেক্স,10000634,nagarpur@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Dhaka,,Tangail,,Tangail N/A,,Nagarpur,,Unions Of Nagarpur Upazila,Nagarpur,No
625,Bhadra Union Health Sub Center,ভাদ্রা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000630,bhadra@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Nagarpur,,Unions Of Nagarpur Upazila,Bhadra,No
626,Gayhata Union Health Sub Center,গয়হাটা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000631,gayhata@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Nagarpur,,Unions Of Nagarpur Upazila,Gayhata,No
627,Katchpai Union Health Sub Center,কাচপাই ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000632,katchpai@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Nagarpur,,Unions Of Nagarpur Upazila,Dhubaria,No
628,Kedarpur Union Health Sub Center,কেদারপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000633,kedarpur@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Nagarpur,,Unions Of Nagarpur Upazila,Mokhna,No
630,Pakutia Union Health Sub Center,পাকুটিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000635,pakutia@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Nagarpur,,Unions Of Nagarpur Upazila,Pakutia,No
631,Shahajani Union Health Sub Center,শাহাজানি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000636,shahajani@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Nagarpur,,Unions Of Nagarpur Upazila,Bhara,No
635,Shakhipur Upazila Health Complex,সখীপুর উপজেলা স্বাস্থ্য কমপ্লেক্স,10000640,shakhipur@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Dhaka,,Tangail,,Tangail N/A,,Sakhipur,,,,No
632,Bagherbari(kakrajan) Union Health Sub Center,বাঘেরবাড়ী(কাকড়াজান) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000637,bagherbari_kakrajan@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Sakhipur,,Unions Of Sakhipur Upazila,Kakrajan,No
633,Baheratail Union Health Sub Center,বহেড়াতৈল ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000638,baheratail@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Sakhipur,,Unions Of Sakhipur Upazila,Baheratail,No
634,Barachawna Union Health Sub Center,বড়চাওনা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000639,barachawna@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Sakhipur,,Unions Of Sakhipur Upazila,Kalia,No
13042,Sakhipur Union Health Sub Center,সখিপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10013142,sakhipur@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Sakhipur,,Sakhipur Paurashava,Urban Ward No-03,No
642,Tangail 250 Bed District Hospital,টাঙ্গাইল ২৫০ শয্যা বিশিষ্ট জেলা হাসপাতাল,10000647,tangail@hospi.dghs.gov.bd,DGHS,District/General Hospital,Dhaka,,Tangail,,Tangail N/A,,Tangail Sadar,,Tangail Paurashava,Urban Ward No-16,No
636,Anehola(hugra) Union Health Sub Center,আনেহোলা(হুগরা) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000641,anehola_hugra@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Tangail Sadar,,Unions Of Tangail Sadar Upazila,Hugra,No
637,Barabashalia(mogra) Union Health Sub Center,বড়বাশালিয়া(মগড়া) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000642,barabashalia_mogra@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Tangail Sadar,,Unions Of Tangail Sadar Upazila,Magra,No
638,Dharerbari(baghil) Union Health Sub Center,ধরেরবাড়ী(বাগহিল) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000643,dharerbari_baghil@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Tangail Sadar,,Unions Of Tangail Sadar Upazila,Baghil,No
639,Karatia Union Health Sub Center,করাটিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000644,karatia@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Tangail Sadar,,Unions Of Tangail Sadar Upazila,Karatia,No
641,Sontosh Union Health Sub Center,সন্তোষ ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10000646,sontosh@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Dhaka,,Tangail,,Tangail N/A,,Tangail Sadar,,Unions Of Tangail Sadar Upazila,Katuli,No
646,Tangail Chest Disease Clinic,টাঙ্গাইল বক্ষব্যাধি ক্লিনিক,10000651,tangailcdc@tc.dghs.gov.bd,DGHS,Chest Disease Clinic,Dhaka,,Tangail,,Tangail N/A,,Tangail Sadar,,Tangail Paurashava,,No
18771,Tangail Medical College,টাঙ্গাইল মেডিকেল কলেজ,10019204,tangailmc@ac.dghs.gov.bd,DGHS,Medical College,Dhaka,,Tangail,,,,,,,,No
24181,Tangail Medical College Hospital,টাঙ্গাইল মেডিকেল কলেজ হাসপাতাল,10024593,tangailmch@hospi.dghs.gov.bd,DGHS,Medical College Hospital,Dhaka,,Tangail,,,,,,,,No
1687,Bagerhat District Hospital,বাগেরহাট জেলা হাসপাতাল,10001693,bagerhat@hospi.dghs.gov.bd,DGHS,District/General Hospital,Khulna,,Bagerhat,,Bagerhat N/A,,Bagerhat Sadar,,Bagerhat Paurasava,Urban Ward No-01,No
1683,Bishnupur Union Health Sub Center,বিষ্ণুপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001689,bishnupur@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Khulna,,Bagerhat,,Bagerhat N/A,,Bagerhat Sadar,,Unions Of Bagerhat Sadar Upazila,Bishnupur,No
1684,Jatrapur Union Health Sub Center,জাত্রাপুর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001690,jatrapur@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Khulna,,Bagerhat,,Bagerhat N/A,,Bagerhat Sadar,,Unions Of Bagerhat Sadar Upazila,Jatrapur,No
1690,Chitalmari Upazila Health Complex,চিতলমারী উপজেলা স্বাস্থ্য কমপ্লেক্স,10001696,chitalmari@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Khulna,,Bagerhat,,Bagerhat N/A,,Chitalmari,,Unions Of Chitalmari Upazila,Chitalmari,No
1695,Fakirhat Upazila Health Complex,ফকিরহাট উপজেলা স্বাস্থ্য কমপ্লেক্স,10001701,fakirhat@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Khulna,,Bagerhat,,Bagerhat N/A,,Fakirhat,,Unions Of Fakirhat Upazila,Fakirhat,No
1694,Nawapara(piljonga) Union Health Sub Center,নাওয়াপাড়া(পিলজঙ্গা) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001700,nawapara_piljonga@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Khulna,,Bagerhat,,Bagerhat N/A,,Fakirhat,,Unions Of Fakirhat Upazila,Piljanga,No
2197,Kachua Upazila Health Complex,কচুয়া উপজেলা স্বাস্থ্য কমপ্লেক্স,10002206,kachuab@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Khulna,,Bagerhat,,Bagerhat N/A,,Kachua,,Unions Of Kachua Upazila,Kachua,No
1697,Goalmath(raipara) Union Health Sub Center,গোয়ালমাঠ(রাইপাড়া) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001703,goalmath_raipara@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Khulna,,Bagerhat,,Bagerhat N/A,,Kachua,,Unions Of Kachua Upazila,Rari Para,No
1698,Maghia Union Health Sub Center,মাঘিয়া ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001704,maghia@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Khulna,,Bagerhat,,Bagerhat N/A,,Kachua,,Unions Of Kachua Upazila,Maghia,No
1700,Mollahat Upazila Health Complex,মোল্লাহাট উপজেলা স্বাস্থ্য কমপ্লেক্স,10001706,mollarhat@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Khulna,,Bagerhat,,Bagerhat N/A,,Mollahat,,Unions Of Mollahat Upazila,Udaypur,No
